log_price,mileage_scaled,year_scaled,age_scaled
20.253262209300676,-1.7402851204213163,1.0001687051888848,-1.0001687051888848
19.60547073191963,-0.08279883923746031,0.5845141783571405,-0.5845141783571405
20.322788271841823,0.6275524241270494,0.3766869149412683,-0.3766869149412683
19.92475814295086,-0.5563663481471335,0.7923414417730127,-0.7923414417730127
19.275096076363752,0.15398491521737626,0.16885965152539614,-0.16885965152539614
19.583831556883045,-0.08279883923746031,-0.03896761189047603,0.03896761189047603
19.804471977360404,0.5091605468996311,-0.8702766655539648,0.8702766655539648
20.253262209300676,-1.726078095154026,1.207995968604757,-1.207995968604757
19.56808319996451,-0.08279883923746031,-0.4546221387222204,0.4546221387222204
19.332963458445047,2.7586062142205785,-0.6624494021380926,0.6624494021380926
18.858935681335133,0.3907686696722128,-3.1563765631285587,3.1563765631285587
20.193936743313653,0.15398491521737626,-0.03896761189047603,0.03896761189047603
19.902285287149308,-0.9115419798293883,-0.03896761189047603,0.03896761189047603
19.583831556883045,0.1859270436933337,-0.24679487530634822,0.24679487530634822
19.39524038772408,-0.1538339655739113,0.5845141783571405,-0.5845141783571405
20.671972543611492,0.5565172977905984,0.7923414417730127,-0.7923414417730127
